id_entreprise;libellé_entreprise
9427;Federal Assembly of the Russian Federation
9428;Federal Board of Revenue
9429;Federal Building
9430;Federal Bureau of Investigation
9431;Federal College of Education (FCE) Kano
9432;Federal College of Education (Technical), Akoka
9433;Federal College of Education, Kano
9434;Federal College of Education, Kontagora
9435;Federal Constabulary
9436;Federal Court
9437;Federal Electoral Institute (IFE)
9438;Federal Electoral Tribunal
9439;Federal employee
9440;Federal Express
9441;Federal government
9442;Federal Government Building
9443;Federal government of India
9444;Federal government offices
9445;Federal Government Polyclinic
9446;Federal Immigration Service
9447;Federal Inland Revenue Service
9448;Federal Investigation Agency (FIA)
9449;Federal Investigative Agency
9450;Federal Judicial Police (PJF)
9451;Federal Migration Service
9452;Federal minister
9453;Federal Ministry for Special Education
9454;Federal Ministry of Power
9455;Federal Office Building
9456;Federal Office of Criminal Investigation
9457;Federal officers
9458;Federal party of Manipur
9459;Federal Penitentiary Service (FSIN)
9460;Federal Police
9461;Federal Police (Seguridad Fedearl)
9462;Federal Police (Seguridad Federal)
9463;Federal Polytechnic Mubi
9464;Federal Polytechnic School
9465;Federal Preventive Police (PFP)
9466;Federal Radio Corporation of Nigeria
9467;Federal Republic of Germany Embassy, Loukianost *
9468;Federal Republic of Yugoslavia (FRY) Army
9469;Federal Republic of Yugoslavia (FRY) Committee for Kosovo and Metohija
9470;Federal Republic of Yugoslavia (FRY) Defense Ministry
9471;Federal Republic of Yugoslavia (FRY) Foreign Ministry
9472;Federal Republic of Yugoslavia (FRY) Interior Ministry
9473;Federal Republic of Yugoslavia (FRY) Local Security Forces
9474;Federal Republic of Yugoslavia (FRY) Military
9475;Federal Republic of Yugoslavia (FRY) Ministry of Defense
9476;Federal Republic of Yugoslavia (FRY) Ministry of Foreign Affairs
9477;Federal Republic of Yugoslavia (FRY) Police
9478;Federal Road Safety Corps (FRSC)
9479;Federal Security Service
9480;Federal Security Service (FSB)
9481;Federal Tax Service of Dagestan
9482;Federal Treasury Enterprise
9483;Federal University, Oye-Ekiti (FUOYE)
9484;Federally Administered Tribal Areas Government
9485;Federated Niger Delta Ijaw Communities (FNDIC)
9486;Federation of Communist Youth
9487;Federation of Greek Industries
9488;Federation of Industries
9489;Federation of Lima Self Support Diners *
9490;Federation of Mining Coop *
9491;Federation of Nepal Chambers of Commerce and Industry
9492;Federation of Northern Greek Industries
9493;Federation of Socialist Youth Associations (SGDF)
9494;Federico Villarreal Univ.
9495;FedEx
9496;Fegin Kanaya Village
9497;Fegin Mahe Village
9498;Felicity Party (SP)
9499;Female trader
9500;Femcare Clinic
9501;Fenerbahce Soccer Club
9502;Fenosa Electrical Co.
9503;Fensuagro farm workers union
9504;Ferikoy Bus Stop
9505;Fermanagh District, Ulster
9506;Feroz Koh City Court
9507;Ferrara Meat Company Inc.
9508;Ferrari
9509;Ferrari car plant
9510;Ferrari-Getsi Company
9511;Ferrer and Maya Abogados Asociados
9512;Ferreyros Business Group
9513;Ferris College for Women
9514;Ferrovial
9515;Ferrovias
9516;Ferry
9517;Ferry Co.
9518;Ferry Transport
9519;Ferryboat Co.
9520;Fertilizer plant
9521;Fertimex (a company that produces fertilizers)
9522;Fest and Staryy Zamok Regional Newspapers
9523;Festival
9524;Fezzan Hotel
9525;Fezzan TV
9526;Fgn Business
9527;Fiat
9528;Fiat Argentina
9529;Fiat Auto
9530;Fiat Buenos Aries
9531;Fiat Car Company
9532;Fiat car showroom
9533;Fiat Company at Cassino
9534;Fiat- Concord (Argentine Branch FIAT)
9535;Fiat Corp.
9536;Fiat Corporation
9537;Fiat Factory, Cassino
9538;Fiat France
9539;fiat in Cerignola (Foggia)
9540;Fiat Miafiori Car Works
9541;Fiat Mirafiori
9542;Fiat Mirafiori Plant
9543;Fiat Plant
9544;Fiat, Iveco Commercial Vehicles
9545;Fiat, Mirafiori Body Works
9546;Fiat, Mirafiori Car Plant
9547;Fiat, Turin factory
9548;Fiat-OM(truck factory)
9549;Fida Muhammad Primary School
9550;Fiddler's House Bar
9551;Fidelity Savings and Loan
9552;Fidesz (Federation of Young Democrats) Hungarian Civic Party
9553;Field Services Tire Co.
9554;Fifth Brigade
9555;Fifth Republic Movement (MVR)
9556;Fifth Ward Missionary Baptist Church
9557;Fiji Electricity
9558;Fiji military
9559;Fika Town
9560;Filanbanco
9561;Filin Kashu and Shargalle Health Centre
9562;Filin Kashu Health Centre
9563;Filin Kashu Relaxation Spot
9564;Filipino agrarian reform office.
9565;Filipino Air Force
9566;Filipino armed forces
9567;Filipino Army
9568;Filipino Army 39th Infantry Battalion
9569;Filipino Businessmen
9570;Filipino Busing System
9571;Filipino Citizens
9572;Filipino civilian
9573;Filipino civilians
9574;Filipino contract workers.
9575;Filipino Government
9576;Filipino Hotel
9577;Filipino law enforcement
9578;Filipino Legislature
9579;Filipino Local Government
9580;Filipino mayor
9581;Filipino Military
9582;Filipino Police
9583;Filipino Police.
9584;Filipino Policemen
9585;Filipino soldiers
9586;Filipino soldiers guarding ballot boxes
9587;Filipino truck driver for a Saudi company working with US troops in Iraq
9588;Filipino voters who were meeting at a public terminal to hear politicians campaign before the polls open for voting.
9589;Filipino-Chinese General Chamber of Commerce
9590;Filippino Tribal Leadership
9591;Filistine Neighborhood
9592;Film Director
9593;Film Dubbing Studio
9594;Film Maker
9595;Fina Oil Co.
9596;Fina Petroleros de Angola
9597;Finance and Trade Center (FTC)
9598;Finance and Treasury Ministry
9599;Finance Auditing Commission
9600;Finance co.
9601;Finance Minister
9602;Finance ministry
9603;Finance Police
9604;Financial
9605;Financial Bureau office of the North Maluku Governor
9606;Financial Corp of Santande
9607;Financial Infrastructure
9608;Financial institutions
9609;Financial Police
9610;Financial Times
9611;Financial Times (U.K.)
9612;Financial, Peru
9613;Financial, Spain
9614;Financiero Bank
9615;Finca San Adrias
9616;Finest Supermarket
9617;Fininvest
9618;Finivest Group
9619;Finlay & Miller Logging Co.
9620;finlay-miller timber
9621;Finmeccanica
9622;Finnish Evangelical Luthern Mission
9623;Finnish Red Cross (IFRC)
9624;Finnstown House Hotel
9625;Finsa
9626;Finsbury Park Mosque
9627;Fiola Impex Company
9628;Firat Neighborhood
9629;Firdous Arms Market
9630;Fire And Rescue Service
9631;Fire officer
9632;Firestone Park Police
9633;Firestone Rubber office
9634;Firm producing electrical conduits
9635;firm unknown
9636;Firoz Koh City
9637;First Bank
9638;First Bank of Nigeria (FBN)
9639;First Baptist Church
9640;First Command Council of MERSIN
9641;First Congregational Church
9642;First Criminal Court
9643;First Deputy Prosecutor-General of Azerbaijan
9644;First Federal Savings and Loan
9645;First Israel Bank and Trust Company of New York
9646;First Military Intelligence Corps
9647;First National Bank
9648;First National Bank of Boston
9649;First National Bank of Chicago
9650;First National City Bank
9651;First National Development Corporation
9652;First National Electronic Omnibank
9653;First Place Bank
9654;First Presbyterian Church
9655;First Scout Ranger Regiment
9656;First Virginia Bank of Tidewater
9657;FirstStar Bank
9658;FIS Shopping Center
9659;Fish meal factory
9660;Fish processing plant
9661;Fisherman
9662;Fishermen
9663;Fishermen in Chechnya
9664;Fishermen's Association
9665;Fishermens Group
9666;Fishing Business
9667;fishing industry
9668;Fishing Ship Javier Ester
9669;Fishing Vessel
9670;Fitchburg Police Department
9671;Five civilians
9672;Five Star Bus Company
9673;Five-Cail-Babcock
9674;Flag of Freedom Organization*
9675;Flamingo Logging Company
9676;Flamingos
9677;Flatiron Elementary School
9678;Fleiti Gas Station
9679;Fletcher School of Law and Diplomacy at Tufts University
9680;Flight to Thailand
9681;Florence City
9682;Florence Government
9683;florencia de mora
9684;Floresta hacienda
9685;Florida
9686;Florida Agricultural and Mechanical (A & M) University
9687;Florida Power Company
9688;Florida Veal Processors Inc.
9689;Flota La Macarena Transportation Company
9690;Flour Milling Company
9691;Flower Shop
9692;FLSN - Sardinist National Liberation Front
9693;Fluor - Daniel Corp
9694;fluor daniel chile
9695;Flydubai
9696;FM 90 Radio
9697;fmr. prefect of Ayacucho dept.
9698;Focus Humanitarian Assistance (FOCUS)
9699;Folk Singer
9700;Fomeque Municipal Transport Company
9701;Foncodes Government development organization
9702;Fondo Ganadero
9703;Fondo Ganadero de Santander and Banco Ganade
9704;Fongerolle company
9705;Food and Agriculture Organization of the United Nations (FAO)
9706;Food and Civil supplies
9707;Food chain owner
9708;Food Company
9709;Food Corporation of India
9710;Food export company
9711;Food Industries Inc.
9712;Food Processing Co (U.K.)
9713;Food Processing Plant
9714;Football stadium of Washington State University
9715;for Chalatenengo Dept.
9716;for drug syndicate
9717;for general election Nov. 15
9718;for Guipiezcoa province
9719;for Libya
9720;for northern Santa Cruz
9721;for police
9722;For Romania
9723;For Zanjan
9724;Foram Navaco, Cantoya, Inc.
9725;Forat Al-Sham Hotel
9726;Force 17 - PLO
9727;Force Ouvriere Trade Union
9728;Forces of Order
9729;Ford
9730;Ford Aerospace
9731;ford car dealer
9732;Ford Motor Co in Buenos Aires
9733;Ford Motor co, Buenos Aires
9734;Ford Motor Co.
9735;Ford Motor Co., Buenos Aires
9736;Ford Motor Company
9737;Foreign Aid Workers
9738;Foreign born Algerian businessman
9739;Foreign Business
9740;Foreign Civilian
9741;Foreign civilians
9742;Foreign Commerce Ministry
9743;Foreign companies in Aceh
9744;Foreign Interpretation Service in Iraq
9745;Foreign investment company
9746;Foreign journalist.
9747;Foreign journalists
9748;Foreign Media
9749;foreign ministry
9750;Foreign Ministry of Norway
9751;Foreign Ministry/Salvador
9752;Foreign Policy Association
9753;Foreign Presence in Russia
9754;Foreign Presence in Russia Federation
9755;Foreign Security Firm
9756;Foreign Student Presence in Russia
9757;Foreign tourists
9758;Foreign Tourists in Yemen
9759;Foreign Trade Ministry
9760;Foreign transport
9761;Foreign Vehicles
9762;Foreign Worker in Saudi Arabia
9763;Foreign Workers
9764;Foreign workers in Algeria
9765;Foreign Workforce in Iraq
9766;Foreigners
9767;foreigners' hostel
9768;Foreigners in Algeria
9769;Forest Department Chhattisgarh
9770;Forest Department Maharashtra
9771;Forest Office
9772;Forest Range
9773;Forest Staff of the Kandar Jungle area
9774;Forestal Aravco Timber Co.
9775;Forika Camp
9776;Former ABB
9777;Former Algerian policeman
9778;Former Ba'ath Party official
9779;former bodyguard of polytechnic University Pres.
9780;former cabinet minister Aboubaker
9781;Former chichonero
9782;Former Chief Central Prison
9783;Former city official and family
9784;Former Colombian official.
9785;Former Contra Leader
9786;Former Death Camp
9787;Former Deputy Head of the Voronezh police department
9788;Former district chief of Delaram District
9789;Former Gekhi government chief
9790;Former Georgian Minister of Fuel and Energy
9791;Former government human rights official
9792;Former Government Official
9793;Former Government Worker
9794;former govt
9795;Former Govt member
9796;Former Greek Minister
9797;Former Guerrilla Leader in FLFM
9798;Former head of Pakistan Muslim League-Nawaz (PML-N)
9799;Former head of paramilitary
9800;Former High Cuban Aide
9801;Former Indian Tourism Minister
9802;Former Internee
9803;former internee, now taxi driver
9804;Former Iraqi electricity minister
9805;Former Israeli Collaborator
9806;Former Khmer Rouge Commander
9807;Former Lebanese Foreign Minister of Economic and Trade
9808;former legislator in government
9809;Former Liberal Party Deputy
9810;Former Liberation Tigers of Tamil Eelam (LTTE) member
9811;Former mayor of Benchoud
9812;Former mayor of Tolu
9813;Former Mem. Parliament
9814;Former member of an Algerian extremist group
9815;Former member of an Algerian security agency
9816;Former member of the Algerian municipal guard
9817;Former member of the GSPC
9818;Former member of the GSPC who advocated others to leave the organization
9819;Former member of the Legitimate Defense Group
9820;former member provisional IRA
9821;Former Member, Cambio 90 Party
9822;Former Member, Ulter Defense Regiment- UDR
9823;Former Mexican state official
9824;Former Militants in Jammu and Kashmir
9825;Former Military
9826;Former minister
9827;Former mujahidin commander
9828;Former NPA members
9829;Former NPA Rebel now working for military
9830;Former Panama Defense Forces
9831;Former Premier Iyad Allawi and secular Sunni lawmaker Salih al-Mutlak
9832;Former Pres. of Lebanon
9833;Former Prime Minister Rafik Hariri
9834;Former Professor, Tehran Univ.
9835;Former Punjab Minister
9836;Former ruling Ba ath party official
9837;Former Rwandan Interior Minister
9838;Former Security chief of the Farahrod Distict
9839;Former Senator, Governor
9840;Former senior Baathist
9841;Former soldier
9842;Former spokesman for Jaish-e-Mohammed
9843;Former Taliban chief military commander Jalaluddin Haqqani
9844;Former Ulster Defense Association Leadership
9845;Former Village head
9846;formerly of Parliaments guard
9847;Foron Village
9848;Fort Doedel
9849;Forth River Primary School
9850;Fortul Entrance Checkpoint
9851;fortune tellers and faith and folk medicine healers
9852;Forum for the Restoration of Democracy
9853;Forward Bloc Activists
9854;Forward Bloc Farmer's Wing
9855;Forward Bloc's Barasat Lok Sabha Party
9856;Forward Travellers
9857;Forza Italia
9858;Fotem, Southern California Turkish dance troupe
9859;Fotokol Town
9860;Fotokol Village
9861;Foua Town
9862;Foundation for Economic and Industrial Research (IOBE)
9863;Founder, Lancia motor co.
9864;Fountain estate
9865;Four civilians
9866;Four civilians.
9867;Four of Talab Al-Jubouri's men
9868;Four Seasons Hotel
9869;Four Step Inn
9870;Fourth Bridge
9871;Fourth District
9872;Fox News
9873;Fox Theater
9874;Foyi Town
9875;Fraco Guard
9876;France
9877;France 2 Television
9878;France 24
9879;France 3 Television
9880;France Peacekeeping Force
9881;France State Department
9882;France State Dept
9883;France State Dept.
9884;France Telecom
9885;Frances Bank
9886;France-USA Contact Newspaper*
9887;Franciscan Custody of the Holy Land
9888;Francisco Franco/Military
9889;Franco - Spanish Power line
9890;Frankfurt Jewish Center
9891;Franklin Bakery Co.
9892;Franklin Simon Department Store
9893;Fransa bank
9894;Fransabank
9895;Fraph Paramilitary Group
9896;Fraternal Order of Police
9897;Fred Olsen Energy Company
9898;Fredemo
9899;Fredemo Party
9900;Frederno Party
9901;Fredonia
9902;Free Democrats
9903;Free Germany Workers Party
9904;Free Lance Journalists
9905;Free Libya Martyrs Battalion
9906;Free Media Movement
9907;Free Prisoner's Society
9908;Free Students' Union
9909;Free Syrian Army
9910;Free Syrian Army (FSA)
9911;Free University of Belgium
9912;Free Way
9913;Free Workers Party
9914;Freedom and Justice Party (FJP)
9915;Freedom Movement
9916;Freedom Party
9917;Freedom Party of Afghanistan
9918;Freedom Radio
9919;Freedom Union (UW) board
9920;Freelance Journalist
9921;Freelance Journalists
9922;Freemasons
9923;Freeport
9924;Freeport Indonesia
9925;Freeport-McMoRan
9926;Freeport-McMoRan Copper & Gold Inc.
9927;Freeport-McMoRan Copper & Gold Inc. (FMCG)
9928;Freeport-McMoRan Copper-and-Gold Inc.
9929;Freezer Industries
9930;Freight train
9931;French
9932;French Agency Sipa
9933;French Air Force
9934;French Airforce
9935;French Armed Forces
9936;French Army
9937;French Army offices
9938;French Atomic Energy Commission
9939;French Auto Companies
9940;French Bank (name not stated)
9941;French Bank Co.
9942;French Basque Police
9943;French Cabaret
9944;French Charity Organization
9945;French Colony
9946;French Company for Communications
9947;French Company, name not given
9948;French construction workers
9949;French Consulate
9950;French Cultural Center (CCF)
9951;French Customs
9952;French Customs Department
9953;French Diplomat
9954;French electric company
9955;French Electrical Company
9956;French Embassy
9957;French Estate Agency
9958;french firm, name not stated
9959;French Foreign Legion
9960;French Gas Industry
9961;French Gendarme in Corsica.
9962;French Gendarme unit
9963;French Gendarmerie
9964;French General Council
9965;French government
9966;French Government / Police
9967;French Government Office
9968;French government property
9969;French govt
9970;French Gov't
9971;french govt finance ministry
9972;French Govt/Embassy
9973;French Institute in Athens
9974;French Institute of Athens
9975;French Intelligence Service
